"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1490839
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1537414
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1556531
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1583159
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1695264
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1663139
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1680420
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1683335
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1657456
	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1716862
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	259185
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	273943
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	280292
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	293902
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	295051
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	301747
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	309635
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	307122
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	313297
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	312134
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	315885
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	318314
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	299624
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	286450
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	287387
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	286108
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	311062
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	311933
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	298949
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	289922
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	280729
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	289867
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	283529
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	296108
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	299541
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	311304
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	332929
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	322681
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	325511
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	325675
	"36 years"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	321570
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1708519
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1749178
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1768899
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1844377
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1856930
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1852897
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1879259
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1878210
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1873686
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1839223
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1818310
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1769899
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1648745
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1608500
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1589703
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1621548
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1703920
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1676646
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1571267
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1492744
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1461515
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1502120
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1456188
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1501343
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1514180
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1538300
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1634561
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1617730
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1632531
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1630846
	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1603721
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	224238
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	237023
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	243360
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	257691
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	259259
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	263642
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	272574
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	268530
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	276099
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	276331
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	280186
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	284532
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	267131
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	252336
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	254895
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	254801
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	277851
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	274071
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	265239
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	257224
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	248561
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	259378
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	253376
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	264252
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	269826
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	281266
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	305448
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	293875
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	297706
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	300364
	"36 years"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	298739
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1712670
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1764496
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1781667
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1865490
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1877825
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1874761
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1907601
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1902421
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1901378
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1863064
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1852333
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1816476
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1688914
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1640106
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1630569
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1665514
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1759677
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1708975
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1607458
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1519786
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1492104
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1543290
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1490631
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1536534
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1556314
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1584063
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1695582
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1662341
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1678969
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1680636
	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1654844
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	252318
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	265961
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	280159
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	285760
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	298421
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	298532
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	304438
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	311524
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	308023
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	313010
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	311346
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	316571
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	318908
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	299992
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	286911
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	287788
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	286508
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	311261
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	312090
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	298994
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	289721
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	281290
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	290506
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	284174
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	296772
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	300342
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	312096
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	333759
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	323224
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	325960
	"37 years"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	325853
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1678438
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1723440
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1761915
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1779199
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1850600
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1859411
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1851624
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1875089
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1870448
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1861714
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1827711
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1820282
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1770965
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1648752
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1607785
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1588467
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1619794
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1700658
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1672680
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1566812
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1489470
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1462358
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1502919
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1457093
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1502403
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1515734
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1539690
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1635615
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1618186
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1631727
	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1630004
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	217155
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	230954
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	243750
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	248992
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	262658
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	263278
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	267042
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	275294
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	270528
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	276879
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	275398
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	279956
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	283953
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	265915
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	251987
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	253956
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	254071
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	276460
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	272669
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	263734
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	255899
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	248914
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	260046
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	254047
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	264665
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	270482
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	281747
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	305844
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	294018
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	297830
	"37 years"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	300196
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1680936
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1728639
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1778463
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1791576
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1871082
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1880049
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1872663
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1902391
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1893624
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1888309
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1849166
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1849873
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1811579
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1681365
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1635576
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1623430
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1658480
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1749344
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1698523
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1596379
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1511154
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1490346
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1542719
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1489656
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1536219
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1557085
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1584105
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1694909
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1660854
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1676231
	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1677994
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	230367
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	236649
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	251181
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	266219
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	273138
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	286882
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	288753
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	296129
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	304840
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	302978
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	308619
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	311724
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	316937
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	319116
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	300387
	"38 years"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	287282
